title,company,location,job_type,posted,category,review,number_of_review,salary,description,url
Software Engineer Intern (Trust & Safety Algorithm Engineering) - 2026 Start...,TikTok Pte. Ltd.,Singapore,Full time,NOT FOUND,Engineering - Software (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"Responsibilities About the Team Our Trust and Safety R&D team is fast growing and responsible for building machine learning models and systems to identify and defend internet abuse and fraud on our platform. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world. Our mission is to build a bridge for collaboration between algorithm models and business scenarios, and efficiently and stably apply TnS's algorithmic capabilities to TikTok's business scenarios. And let TnS's algorithmic capabilities cover wherever TikTok needs them. We are looking for talented individuals to join us for an internship in 2026. Internships at TikTok aim to offer students industry exposure and hands-on experience. Watch your ambitions become reality as your inspiration brings infinite opportunities at TikTok. Responsibilities： Work closely with business teams to optimize the integration plan for algorithm applications, improve efficiency in evaluating and using algorithm applications across various business scenarios, and reduce the cost of managing and optimizing algorithm applications in different business scenarios. Be responsible for the architectural design, development, and performance tuning of algorithm applications, solving technical challenges such as high concurrency, high reliability, and high scalability. Work includes multiple sub-areas: ML model training and evaluation, model optimization, model inference, model management, dataset management, workflow orchestration, etc. Responsible for the design and development of Machine Learning infrastructure for LLM/AIGC, etc Be responsible for researching and implementing cutting-edge engineering technologies related to LLM, NLP, CV. Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basiswe encourage you to apply early.Successful candidates must be able to commit to at least 3 months long internship period. Successful candidates must be able to commit to either of the following Internships From January to June From May to August (Summer)QualificationsMinimum Qualifications: Undergraduate or Postgraduate currently pursuing computer science or a related technical discipline. Familiar with one or two programming languages, such as C++, Go, or Python, and knowledgeable about CUDA or deep learning frameworks (such as PyTorch, Deepspeed, Megatron, vllm, etc.). Understanding of the principles of distributed systems, large-scale data processing, and parallel computing Interested and experienced in one or more of the following areas: machine learning, deep learning, computational acceleration, and performance optimization. Preferred Qualification:Familiar with the ML Infrastructure ofLarge Model training and inference By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy. If you have any questions, please reach out to us at apac-earlycareers@tiktok.com",https://sg.jobstreet.com/job/86158445?type=standard&ref=search-standalone&origin=jobCard#sol=385c6a3b75570ee5a6df99b257a4d64f7d5cf653
AI Intern,HeyPico.ai,Singapore (Remote),Full time,NOT FOUND,Engineering - Software (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"Company HeyPico.ai heypico.ai Designation AI Intern Date Listed 25 Nov 2025 Job Type Entry Level / Junior Executive Intern/TS Job Period Flexible Start, For At Least 3 Months Profession IT / Information Technology Industry Computer and IT Location Name Singapore Work from Home Allowance / Remuneration $800 - 1,000 monthly Company Profile About HeyPico.ai At HeyPico.ai, we’re building the future AI personal assistant — a smart assistant that compares prices, books transport and food, manages your calendar, and takes care of the small stuff so you can focus on what matters. We're a fast-growing AI startup based in Singapore, passionate about building real-world automation powered by AI. * Join a small, passionate team solving real problems with AI * Be part of building an AI assistant that actually makes life easier * Work at the intersection of AI, automation, and productivity Job Description What You’ll Do Assist in building backend services, RESTful APIs, and responsive UI components Support integration of AI models & APIs into our assistant Learn to work with LLMs and text-to-speech systems Help develop automation flows using n8n or similar tools Collaborate with developers, designers, and product managers to ship features quickly Participate in testing and quality assurance What We’re Looking For Basic knowledge of Kotlin, Python, JavaScript, SQL/NoSQL, React Native (coursework or projects count!) Interest in AI models, APIs, LLMs, and text-to-speech Familiarity with Docker and Git is a plus Curious, proactive, and eager to learn in a startup/fast-paced environment Good communicator and team player What You’ll Gain Hands-on experience with cutting-edge AI technologies Mentorship from experienced developers Opportunity to contribute to real projects and see your work go live Exposure to startup culture and rapid product development Application Instructions Please apply for this position by submitting your text CV using InternSG. Kindly note that only shortlisted candidates will be notified. Apply for this position",https://sg.jobstreet.com/job/88759026?type=standard&ref=search-standalone&origin=jobCard#sol=f821f6c2b945ba1e9c327729c880db27d3d65f2c
Software Development (Project & Operations Executive),SF Technologies Pte. Ltd.,"Kampong Ubi, Central Region",Full time,Posted 10d ago,Developers/Programmers (Information & Communication Technology),NOT FOUND,NOT FOUND,"$2,800 – $4,200 per month","Role SummaryWe are looking for a hands-on Software Development (Project/Operations Executive) who is excited about software development and wants to build and manage digital products from end-to-end.You will:manage projects,communicate with clients,coordinate vendors,and use AI tools to develop or prototype features when necessary.Key ResponsibilitiesProject ManagementPlan and manage multiple software development projectsTrack timeline, deliverables, progress, risks using AsanaConsolidate client feedback using structured templatesEnsure clean handovers between design, development, and deploymentPrepare UAT checklists, QA reviews, and final sign-offsOperationsMaintain and refine SOPs (when necessary)Document processes, risks, and improvement opportunitiesManage vendor onboarding and technical handoversManage post-launch maintenance trackingHands-on WorkYou will:use AI tools (GPT, Claude, Cursor, etc.) to build prototypes, scripts, or simple featuresprepare builds for handoversupport small tasks directly instead of always delegatingtest features, debug simple issues, validate API logichelp with preparing project documentation, acceptance criteria, and user storiesBonusNot required, but good to have:experience with Laravel, WordPress or Figma etcexperience building personal projects (please bring during your interview if any)interest in AI tools for developmentsome UI/UX exposure (even school work)Who This Role is Perfect Forfresh graduates who love building digital productsjuniors with 1–2 years experience who feel underutilisedstudent developers, hackathon peoplecandidates with personal interest in tech & software developmentpeople excited about using AI to accelerate workThis role is not for:corporate PMs who only want to “manage people”people who only want to delegate without knowing the worktheorists who love documentation more than actionpeople looking for rigid structure or hand-holdingcandidates afraid of fast deadlines or ambiguityRequirementsStrong curiosity for how software is builtFamiliarity with HTML/CSS or JSUnderstanding of what an API is & ability to follow API documentationBasic Linux CommandsGood communication and clarity in writingStructured thinking and organized executionComfortable working with checklists, templates, SOPsWillingness to get hands dirty and learn hands-onAble to work with multiple stakeholdersResponsibility for tasks end-to-endNice to have:Experience with Figma, Notion, GitHub, Postman, Asana, Claude, GPT etc.Internship experience in tech or product teamDemonstrated personal projects",https://sg.jobstreet.com/job/89604899?type=standard&ref=search-standalone&origin=jobCard#sol=47a522d38b3e56f0b58de34e596e65af2bf5262a
Software Development Internship,Nested Technologies,"Kampong Ubi, Central Region",Full time,Posted 4d ago,Engineering - Software (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"Company Nested Technologies Pte. Ltd. nested.ai Designation Software Development Internship Date Listed 20 Nov 2025 Job Type Entry Level / Junior Executive Intern/TS Job Period Flexible Start, For At Least 3 Months Profession IT / Information Technology Industry Computer and IT Location Name 65 Ubi Road 1, Singapore Address 65 Ubi Rd 1, Singapore 408729 Map Allowance / Remuneration $800 - 1,200 monthly Company Profile Founded in 2020, Nested Technologies is a forward-thinking company specialising in artificial intelligence and machine learning. We develop solutions across sectors like data scraping, quantity surveying, acoustics, and finance. Our work focuses on solving practical problems with technology that is intuitive and accessible. From specialised industry tools to broader applications, we aim to create intelligent solutions that make a meaningful impact for users, whether businesses or individuals. Job Description The full-stack interns will be involved in software development for web application. The software development takes in the direction of automation and machine learning. They will join the team to research, design, and implement these software programs into scalable web applications. Front-end development with Bootstrap Design web app with Django framework Deployment on AWS Integrate payment with PayPal SDK Explore computer vision with OpenCV QA testing Technical Skills (Preferred) Python, Django, PostgreSQL, EC2, S3, RDS, React, React Native (Optional) Scikit-Learn, Tensorflow, Docker, Kubernetes Application Instructions Please apply for this position by submitting your text CV using InternSG. Kindly note that only shortlisted candidates will be notified. Apply for this position",https://sg.jobstreet.com/job/89757387?type=standard&ref=search-standalone&origin=jobCard#sol=a9402188ed997550a0b2aefa92db2edd5a992c01
Full Stack Engineer Intern,Replicast AI Pte Ltd,Singapore,Full time,Posted 20d ago,Engineering - Software (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"Company Replicast AI Pte Ltd replicast.ai Designation Full Stack Engineer Intern Date Listed 03 Nov 2025 Job Type Entry Level / Junior Executive Intern/TS Job Period Immediate Start, For At Least 3 Months Profession IT / Information Technology Industry Artificial Intelligence / Smart Automation Location Name Singapore Allowance / Remuneration $500 - 800 monthly Company Profile Replicast AI is a leader in holographic digital human technology, delivering AI-powered avatars that talk, gesture and react in real time across physical and digital environments. Our lifelike digital humans are designed to enhance customer experience by offering human-like interaction 24/7, at kiosks, in holograms, in retail spaces, hospitality, healthcare, public services and financial institutions. With thousands of brands trusting our solutions, Replicast AI empowers companies to scale customer engagement, reduce wait-times and operate more efficiently while delivering emotionally engaging service that stands out. Job Description Join our team as an intern and help us build the next generation of AI Digital Humans. This is a hands-on role where you'll learn to develop applications powered by large language models (LLMs) and voice technology. Key Responsibilities: -Assist in building and maintaining web applications for conversational AI and Digital Human experiences.-Help develop user interfaces with React.js and TypeScript.-Contribute to backend services and APIs using Node.js.-Support database management and queries using MySQL.-Gain experience integrating OpenAI GPT models for intelligent chat features.-Collaborate with the team on designing user flows and conversational logic. We're Looking For: -Currently pursuing a degree in Computer Science or a related field.-Foundational knowledge of JavaScript and a strong desire to learn React.js and TypeScript.-An interest in backend development and APIs (experience with Node.js is a plus).-Basic understanding of databases and SQL.-A genuine passion for AI and a curiosity about large language models.-Excellent collaboration and communication skills. Bonus Points: -Personal or academic projects in web development (share your GitHub!).-An interest in cloud platforms (GCP/AWS) or voice technologies (TTS/STT).-Any prior experimentation with AI APIs or chatbots. Application Instructions Please apply for this position by submitting your text CV using InternSG. Kindly note that only shortlisted candidates will be notified. Apply for this position",https://sg.jobstreet.com/job/89393234?type=standard&ref=search-standalone&origin=jobCard#sol=715c3d72d03dcef71134166b74841f375d688004
Internship - Software Engineer,Virtu Financial,Singapore,Full time,NOT FOUND,Engineering - Software (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"Virtu is an industry-leading financial technology firm that operates both proprietary trading and client-facing businesses in the global financial marketplace. Our cutting edge, proprietary technology is core to everything we do. We trade in over 35 countries, across 235 financial exchanges and over 25% of retail order flow in the US. is serviced by Virtu. Our team is a dedicated group of traders, quants and developers that are inspired by the unique and exciting challenges we solve every day. Our culture combines the creativity of a fast paced start up, with the stability of a disciplined financial services firm. We are a flat organization and encourage our people to innovate and lean on their teammates for support and collaboration. We have fun, work hard and strive to be virtuous in all we do. Developer Internship (Singapore) Virtu's internship program offers students an extraordinary opportunity to learn about the firm and the world's financial markets. We have built a thoughtful and challenging curriculum that introduces students to all aspects of Virtu's business through a company-curated global training week, real world development projects to complete and engaging social events to get to know our team and culture. Location: Singapore Dates: 10 week program, starting June 8th 2026 - August 14th 2026 (with some flexibility if needed). Training: Ongoing training throughout the summer and a training week held in Singapore. Projects: Real problems to solve throughout the program. Interns will work from a list of projects and have several senior mentors throughout the summer program. Perks: Daily Breakfast, Lunch Allowance, Transport Allowance, Onsite Gym & Workout Classes, Massage Sessions, Social Events Our development team is a highly talented group of versatile software engineers. These engineers are responsible for the design, development and optimization of our proprietary, low-latency trading systems as well as our propriety trading algorithms. This team also creates powerful trading tools, which facilitate all trading stages of our high-performance system which is deployed in financial marketplaces around the world. As an intern, you will complete a variety of challenging development projects. You'll work alongside our senior team to improve scalability, performance and efficiency of our cutting edge trading systems. This is a rare opportunity for students to learn first hand how to design and architect a trading system for scale and to support the massive amounts of data that flow through Virtu's trading systems daily. REQUIREMENTS Rising juniors, or students expected to be ready for full time employment between December 2026 - June 2027 Excellent academic background in Computer Science, Electrical Engineering or related field Strong programming skills in Python and either Java or C++ Experience with Javascript a plus Some lower level programming experience a plus but not required Outstanding quantitative problem-solving skills and mathematical aptitude Being comfortable with a wide variety of projects (frontend/backend, different programming languages) A physicalizer; a person who identifies issues and creates solutions without rigid direction or fanfare Highly motivated and tenacious individual, with a proven ability to take initiative and work independently and within a team Team player: authentic, genuine person who is capable of working collective goals. THE PROCESS After applicants pass an initial resume screening, an online programming test will be emailed to you via Hackerrank. Upon review, we will reach out to arrange next steps. We are looking forward to meeting you! Virtu Financial is an equal opportunity employer, committed to a diverse and inclusive workplace, welcoming you for who you are and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.",https://sg.jobstreet.com/job/89238488?type=standard&ref=search-standalone&origin=jobCard#sol=c32d70dc2f1d35346696f11f8a71b826971d31eb
Web3 Full-Stack Development Intern,AI Seer,"Queenstown, Central Region",Full time,NOT FOUND,Engineering - Software (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"Company AI Seer aiseer.co Designation Web3 Full-Stack Development Intern Date Listed 28 Nov 2025 Job Type Entry Level / Junior Executive Intern/TS Job Period Immediate Start, For At Least 3 Months Profession Engineering Industry Artificial Intelligence / Smart Automation Location Name Ayer Rajah Crescent, Block 79, Singapore Address 79 Ayer Rajah Crescent, Block 79, Singapore 139955 Map Allowance / Remuneration $1,000 - 1,800 monthly Company Profile Web3 Full-Stack Developer Intern Full Time, Mid-Level, Hybrid About AI Seer AI Seer is a truth-seeking company, founded in December 2019, dedicated to building tools that foster transparent, source-backed conversations and uncover hidden truths in our noisy physical and digital world. Our mission is to make truth discoverable and reliable by empowering people to fact-check, uncover hidden truths, and make informed decisions. ArAIstotle, our truth-seeking agent, launched on Virtuals with 658% oversubscription and 16,083 participants to pioneer crypto’s truth layer. We’ve developed innovations at the frontier of AI and truth technologies, including the Multi-Spectral Reality Detector (MSRD), an AI-powered, contactless deception detector, and Facticity AI, a real-time fact-checking platform. Building on these, we’re pioneering the next frontier: a Virtual Reality Detector agent that combines the strengths of both systems to push the boundaries of truth-seeking across centralized, decentralized, and immersive worlds. AI Seer is backed by investor Tim Draper and has been recognized as one of TIME’s Best Inventions 2024 and Top 5 Finalist at the SuperAI Genesis Startup Competition, milestones that reflect our commitment to innovation and impact. We believe trust and accountability are the cornerstones of the digital age. In a world where everyone searches for answers online, who is verifying them for you? Why Join Us? At AI Seer, you’ll help shape the future of truth technologies at the cutting edge of AI, Web3 and immersive innovation. Your ideas will make a real impact as we work to uncover hidden truths and restore trust in a noisy world. Together we are building more than products. We are creating a culture of curiosity, creativity and progress. Job Description About the Role We’re looking for a Web3 Full-Stack Developer Intern who’s curious, fast-learning, and comfortable working across both software and blockchain systems. You’ll support our engineering team in building real Web3 features used across our products, contribute to smart contract and backend development, and help integrate these systems with our AI-driven truth infrastructure. In this role, you will: Design, build, and deploy Python-based microservices (Flask, FastAPI, AWS Lambda) that aggregate data from Web3 APIs. Write, test, and deploy Solidity smart contracts for tokens, governance, and automation. Develop Web3-enabled frontends with React/Next.js and TypeScript that integrate wallets, contracts, and APIs. Implement wallet connectivity (WalletConnect, MetaMask), transaction signing, and blockchain event listening. Build automated airdrop systems with eligibility validation, anti-bot protection, and fraud prevention. Embed robust security checks into every stage of the stack, from backend to smart contracts to frontend. Collaborate with AI engineers to align Web3 systems with AI safety and truth-focused outputs. Monitor and optimize performance, scalability, and cost efficiency across services. Stay updated on Web3 trends, emerging protocols, and new blockchain technologies to propose innovative solutions. Integrate dApps and mini apps with blockchain networks (e.g., Base), wallets (e.g., MetaMask, World App, WalletConnect), and decentralized protocols (e.g., IPFS, The Graph). You might thrive in this role, if you have: Strong programming fundamentals and experience building software projects (school, personal, or previous internships). Basic familiarity with Python (Flask/FastAPI optional). Interest or early experience with React/Next.js and TypeScript. Curiosity about Solidity and smart contract development (Hardhat/Foundry exposure is a plus). Some understanding of Ethereum, EVM chains, or token standards (ERC-20, ERC-721, etc). Exposure to ethers.js/web3.js/wagmi or willingness to learn them quickly. Familiarity with REST APIs and basic backend concepts. A mindset for clean code, security awareness and testability. Interest in AI and trust technologies. It will be a bonus, if you have: Experience contributing to AI-safety-aligned or trust-infrastructure projects. Knowledge of DeFi protocols, on-chain analytics, or cross-chain solutions. Familiarity with decentralized identity frameworks (DIDs, verifiable credentials, soulbound tokens). Experience deploying dApps on decentralized hosting (IPFS, Arweave). Application Instructions Please apply for this position by submitting your CV to enquiries@aiseer.co Kindly note that only shortlisted candidates will be notified. Apply for this position",https://sg.jobstreet.com/job/88846228?type=standard&ref=search-standalone&origin=jobCard#sol=f1c4c4c3a48385f94868b5ab74b74abdd45f3093
AI Engineering Intern,Motion G Pte. Ltd.,Singapore,Full time,NOT FOUND,Engineering - Software (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"Company Motion G Pte. Ltd. motiong.ai Designation AI Engineering Intern Date Listed 22 Jul 2025 Job Type Entry Level / Junior Executive, Experienced / Senior Executive Intern/TS Job Period Immediate Start, For At Least 3 Months Profession IT / Information Technology Industry Artificial Intelligence / Smart Automation Location Name 1 Fusionopolis Walk, Singapore Address 1 Fusionopolis Walk, Singapore 138628 Map Allowance / Remuneration $1,000 - 1,500 monthly Company Profile At Motion G, we are building an AI-native platform that revolutionizes collaboration between professionals and Virtual Experts (VEs). Our mission is to leverage cutting-edge AI to address real business challenges, enhance productivity, and shape the future of work. Job Description You Will: Build, evaluate, and fine-tune AI agents powered by large language models (LLMs) Work on prompt engineering, retrieval-augmented generation (RAG), embeddings, and multi-step agent reasoning Develop and test pipelines for knowledge ingestion, text chunking, vector storage, and retrieval Integrate external tools and APIs into agent workflows for real-time decision-making Contribute to backend services (Python/FastAPI) supporting AI workflows and model orchestration Benchmark performance and accuracy of AI outputs across various use cases (NLP-heavy, decision-heavy, etc.) Collaborate with engineers and product managers to turn ideas into functioning prototypes — fast You Are: Currently pursuing a degree in Computer Science, AI, Machine Learning, Data Science, or a related field. Familiar with LLM APIs (e.g., OpenAI, Claude, Gemini) and frameworks like LangChain or LlamaIndex. Has actively explored tools such as TensorFlow, PyTorch or any other AI/ML framework Familiar with data preprocessing, feature engineering, and model evaluation techniques. Have worked on or studied topics like NLP, RAG, or multi-agent systems through courses or projects Driven by a builder mindset - you enjoy creating, experimenting and turning ideas into working solutions Solid understanding of machine learning algorithms, data structures, and problem-solving principles. Curious, analytical, and always eager to push the boundaries of what AI can do Application Instructions To Apply: Apply here or send your resume, cover letter and any relevant project portfolios to recruitment-sg@motiong.ai Apply for this position",https://sg.jobstreet.com/job/87368150?type=standard&ref=search-standalone&origin=jobCard#sol=e509e9a384087499a161fe1079c1652719236252
Full Stack Developer Intern,Horizon Labs,Singapore (Remote),Full time,Posted 22d ago,Developers/Programmers (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"Company Horizon Labs horizonlabs.ai Designation Full Stack Developer Intern Date Listed 30 Dec 2025 Job Type Entry Level / Junior Executive Full/PermPart/TempIntern/TS Job Period Flexible Start, For At Least 6 Months Profession IT / Information Technology Industry Artificial Intelligence / Smart Automation Location Name Singapore Work from Home Allowance / Remuneration $500 - 1,000 monthly Company Profile Horizon Labs is an AI-studio focused on building AI-enabled consumer ventures. We operate like a startup factory with experienced teams, frameworks, and infrastructure and look for real-world problems that have meaningful AI solutions and focus on building within the consumer and healthcare verticals. Our model involves incubating ideas, launching startups, and scaling growth globally. Job Description We are seeking a Full Stack Developer Intern to join our dynamic tech team. This role offers hands-on experience in building and maintaining server-side logic, managing databases, and integrating APIs. You’ll work closely with experienced developers and cross-functional teams to build scalable, high-performance applications that support Horizon Labs’ AI-driven ventures. Application Instructions Please apply for this position by submitting your resume at https://app.dover.com/apply/horizonlabs/95ac6eef-ac66-44a4-9f30-a54ab12a0f51 Kindly note that only shortlisted candidates will be notified. Apply for this position",https://sg.jobstreet.com/job/89376893?type=standard&ref=search-standalone&origin=jobCard#sol=73b5d2705ac0dfcd4defcb81d36a8cadbc711eab
Finance Data Analyst Intern,Apple Inc.,Singapore,Full time,Posted 4d ago,Administrative Assistants (Administration & Office Support),3.9,30 reviews,NOT FOUND,"SummaryImagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job, and there's no telling what you could accomplish.Join the Apple Finance organization and for a unique internship opportunity. You will make a positive impact on one of the most influential technology leaders in the industry by maximising both your financial competence and data science skills. At Apple, you'll share in a commitment to excellence by partnering with teams who are building innovative products that delight customers. We hire individuals with integrity, accountability, teamwork, excellence, and can-do thinking. This internship offers students who are passionate about pursuing careers at the intersection of Corporate Finance and Data Science. As an intern, you will learn, grow, and contribute to Apple's business by working on exciting projects alongside top Finance professionals. Description Apple's Global Business Solutions (GBS) organization operates four shared service centers around the world, continually striving to provide high standards of performance and support growth. This role offers the chance to apply your background to real-world problems within Apple's enormous data infrastructure. You will engage with challenging problems that blend financial analysis with advanced data techniques, fostering collaboration and problem-solving. This Internship Provides Opportunities Across Teams In a Rapidly Growing And Dynamic Setting. Interns Will Gain Valuable Experience In Financial Analysis, Data Science, And Machine Learning Engineering. Based On Your Interests And Experiences, You Could Design, build, and implement scalable, easy-to-use data-driven systems and tools for financial reporting and operational improvements. Streamline reporting processes through the use of databases (e.g., Tableau, SQL) and scripting (e.g., Python, Excel macros). Work with large, sophisticated financial datasets to solve business problems, drive solutions through creating analytical models, and turn data into impactful insights. Analyze financial performance by highlighting trends, anomalies, and key insights using advanced data analysis and predictive modeling techniques. Collaborate with cross-functional finance, business, and technical partners to analyze business operations, provide data-backed recommendations for operational improvements and innovations. Assist with core financial procedures such as vendor payments, cash application, invoicing compliances, accounting matters, and close processes, seeking opportunities to automate and optimize. Contribute to the development and deployment of end-to-end operational solutions, including robust real-time and batch decisioning. Minimum Qualifications Currently pursuing a Bachelor's or Master's degree or experience in Finance, Accounting, Economics, Business Administration, or a related quantitative field. Please include a Cover Letter as part of the application. Be able to join the internship during Summer (May - August) 2026. Preferred Qualifications Basic proficiency in at least one programming language (e.g., Python, SQL). Practical experience through work, projects, or research with data analysis, data modeling, machine learning algorithms, and/or software development principles. Strong analytical and problem-solving skills, with the ability to identify trends, anomalies, and translate sophisticated data into actionable insights. Excellent verbal and written communication skills, capable of translating complex technical concepts into concise, business-focused solutions. Ability to thrive in a fast-paced environment, manage multiple tasks effectively, and demonstrate a self-starter mentality. A good teammate with a diligent approach. Experience with data querying languages (SQL, Spark), extracting insights from large, complex datasets, data visualization tools (e.g., Tableau), and data science platforms (e.g. Dataiku). Familiarity with financial systems, accounting principles, or corporate finance concepts. Understanding of database management, financial data structures and reporting requirements. Visa sponsorship is not offered at this time. Apple is an equal opportunity employer that is committed to inclusion and diversity. Apple provides reasonable accommodations to applicants with disabilities and in accordance with local requirements. Apple is a drug-free workplace.",https://sg.jobstreet.com/job/89756437?type=standard&ref=search-standalone&origin=jobCard#sol=59735923f27854720b1087bc2c782451f876bbd0
Machine Learning Engineer Intern (Computer Vision & AI),CYNAPSE PTE. LTD.,"Queenstown, Central Region",Full time,Posted 13d ago,Engineering - Software (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"About Cynapse Cynapse is a leading AI software company specializing in enterprise-grade Video Intelligence Solutions Powered by Generative AI, tailored to meet the unique challenges of various industries. Our vertical-specific solutions empower organizations to enhance safety, operational efficiency, and security in complex environments such as roads, seaports, airports, and cities. By combining advanced Vision AI with Generative AI, we continually push the boundaries of video analytics, delivering insights and automation that transform operations. Led by a global team with a proven track record of scaling startups into market leaders, we foster innovation, collaboration, and diverse perspectives. Headquartered from US, Cynapse serves clients worldwide, redefining what's possible with video intelligence.The Role We are seeking a hands-on Machine Learning Engineer Intern to join our Model Engineering Team with a focus on Computer Vision and modern AI. This role is designed for builders who are passionate about training deep learning models, refining architectures, and scaling real-world vision systems. You will work closely with experienced engineers on production-grade models, ranging from standard object detectors to cutting-edge zero-shot and open-vocabulary architectures. This is an ideal role for those who enjoy running experiments, analysing model behaviour, and driving measurable performance improvements. What You’ll Do Model Training & Fine-Tuning: Train, evaluate, and improve deep learning models across a variety of tasks, including classification, object detection, segmentation, and action recognition. Architecture & AI Exploration: Research and experiment with CNNs, Transformers, and Foundation Models. You will explore the integration of modern AI to enhance open-vocabulary detection and zero-shot capabilities. Failure Analysis & Data Refinement: Debug model failures (false positives/negatives) and implement solutions through targeted data annotation, cleaning, or improved inference strategies to ensure model robustness. Data & ML Engineering: Manage large-scale datasets, including preprocessing and versioning, to ensure high-fidelity and reproducible experiments. Pipeline Automation: Contribute to the development and optimization of automated training and evaluation pipelines to improve reliability and deployment efficiency. Who This Role Is For Builders: You prefer hands-on engineering and practical implementation over purely theoretical research. Experimenters: You enjoy the iterative process of testing different architectures, hyperparameters, and datasets to maximize performance. Problem Solvers: You are curious about root causes and enjoy the ""detective work"" required for model debugging and data-driven improvements. Pragmatists: You are excited to see your models and automated systems successfully deployed in real-world production environments. Requirements Pursuing or completed a degree in Computer Science, AI, Machine Learning, or a related technical field. Strong interest in deep learning model training, experimentation, and data-centric AI. Proficiency in Python and experience with PyTorch or TensorFlow. Competency in a Linux environment (SSH, shell scripting, and CLI-based file management). Bonus Points Hands-on Experience: Previous work with specialized CV frameworks or comparing multiple architectures. Modern AI Knowledge: Familiarity with vision-language models or zero-shot detection. MLOps Tools: Experience with Git, Docker, or experiment tracking tools (e.g., Weights & Biases, MLflow). Video Processing: Knowledge of OpenCV, FFmpeg, or handling video streams. Internship Details Duration: Minimum 6 months (flexible). Commitment: 4–5 days per week. Location: Singapore-based Note: Kindly note that only shortlisted candidates will be notified.",https://sg.jobstreet.com/job/89585029?type=standard&ref=search-standalone&origin=jobCard#sol=10e80a788040a8263c92805e3793625f0a78abf2
"Backend Engineer Intern (TikTok Shop Global E-Commerce, Search Architecture)...",TikTok Pte. Ltd.,Singapore,Full time,NOT FOUND,Developers/Programmers (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"ResponsibilitiesTeam Introduction The Search team is mainly responsible for the search algorithm innovation and architecture research and development of TikTok Shop. We use cutting-edge machine learning technology for end-to-end modeling and continuous innovation and breakthroughs, while focusing on the construction and performance optimization of distributed systems and machine learning systems.We are looking for talented individuals to join us for an internship in 2026. Internships at TikTok aim to offer students industry exposure and hands-on experience. Watch your ambitions become reality as your inspiration brings infinite opportunities at TikTok.Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis - we encourage you to apply early.Successful candidates must be able to commit to at least 3 months long internship period. Responsibilities - Responsible for the search system of TikTok Shop and its affiliated products, and solving the architecture optimization problem of the search architecture system.- Support the design and development of the search system, build an industry-leading search system to explore and innovate search technology. - Focus on architecture abstraction and process optimization for search scenarios, support large-scale machine learning optimization.QualificationsMinimum Qualifications: Undergraduate or Postgraduate currently pursuing a Degree/Master in Software Development, Computer Science, Computer Engineering, or a related technical discipline. Experience in programming, included but not limited to, the following programming languages: C++, Java or Golang. Strong programming and problem-solving ability. Effective communication skills and a sense of ownership and drive. Preferred Qualifications: Strong learning ability. Passionate about technology. Curiosity and Self-motivated. By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy If you have any questions, please reach out to us at apac-earlycareers@tiktok.com",https://sg.jobstreet.com/job/86077129?type=standard&ref=search-standalone&origin=jobCard#sol=7327c0f767bf1b1ef1e403f03167298d90660be7
